Block number,Time,Gas used,Gas limit,Base fee per gas
12995124,1628568047,12853164,30058619,42187291226
12995125,1628568063,3914459,30029266,41423735972
12995126,1628568064,1311182,30000000,37595714693
12995127,1628568067,12613602,30029295,33307040560
12995128,1628568093,29993520,30000000,32641259813
12995129,1628568094,29960335,29970705,36719654661
12995130,1628568105,14503443,29999972,41306435508
12995131,1628568115,10004711,30029267,41135515171
12995132,1628568129,7729564,30000000,39419807881
12995133,1628568132,29985558,30000000,37031481295
12995134,1628568170,6652318,30029295,41655959718
12995135,1628568175,13782661,30000000,38755951147
12995136,1628568181,8150336,29970705,38362791724
12995137,1628568189,29993987,29999972,36175570036
12995138,1628568200,749619,30000000,40695712032
12995139,1628568206,29997386,30000000,35862967020
12995140,1628568209,18599366,29970705,40345056682
12995141,1628568243,3119152,29999972,41561307722
12995142,1628568248,29968748,29970677,37446445566
12995143,1628568281,13968165,29941410,42126649033
12995144,1628568312,29950912,29970648,41774013246
12995145,1628568352,1284389,29941381,46988887740
12995146,1628568354,12380820,29970619,41619194850
12995147,1628568355,17393772,29999886,40715003159
12995148,1628568366,10505705,30029181,41527212539
12995149,1628568378,30054736,30058505,39968383546
12995150,1628568404,5457179,30029152,44963178924
12995151,1628568418,13230758,30000000,41385564151
12995152,1628568422,9651825,30000000,40775388499
12995153,1628568437,23327544,30000000,38958105888
12995154,1628568439,3351554,30000000,41661650395
12995155,1628568442,18786866,30000000,37617538021
12995156,1628568455,0,30029295,38804642818
12995157,1628568472,29987642,30000000,33954062466
12995158,1628568505,29994590,30000000,38194823571
12995159,1628568520,0,29970705,42967454567
12995160,1628568524,29990752,29999972,37596522747
12995161,1628568547,19769112,30000000,42293199421
12995162,1628568580,1946172,30000000,43974041128
12995163,1628568581,29629550,29970705,39190461384
12995164,1628568607,4298318,29941438,43977743626
12995165,1628568617,17052872,29970676,40058859411
12995166,1628568621,0,29999943,40749726826
12995167,1628568629,42256,30029238,35656010973
12995168,1628568660,29999781,29999914,31211553047
12995169,1628568704,29979694,30000000,35112962584
12995170,1628568711,7152790,30000000,39496141208
12995171,1628568721,23866276,30000000,36913353590
12995172,1628568729,21824220,30000000,39640720098
12995173,1628568752,29717405,30000000,41895028388
12995174,1628568793,6295098,30000000,47033245890
12995175,1628568797,12214799,30029295,43621414255
12995176,1628568818,5400334,30000000,42604629367
12995177,1628568819,29013954,30029295,39196377601
12995178,1628568825,8962329,30000000,43764601243
12995179,1628568831,23076289,30000000,41562632379
12995180,1628568852,2498010,29970705,44359897634
12995181,1628568855,11090668,29999972,39739241970
12995182,1628568862,29987461,30000000,38444629646
12995183,1628568905,14381844,30029295,43246191208
12995184,1628568916,1038531,29999971,43018361014
12995185,1628568930,0,30029266,38013365439
12995186,1628568932,29997096,30000000,33261694760
12995187,1628568955,378000,30029295,37418601671
12995188,1628568957,29980384,30000000,32859030075
12995189,1628568968,29993815,30000000,36961037478
12995190,1628568981,2462788,30000000,41579262129
12995191,1628568985,29984390,30000000,37235195262
12995192,1628568998,7255851,30029295,41884750991
12995193,1628568999,6002643,29999971,39179265821
12995194,1628569011,29954349,29970676,36241685768
12995195,1628569022,21267686,29999943,40766960681
12995196,1628569059,14181451,29970648,42896262222
12995197,1628569090,8378090,29999915,42608621236
12995198,1628569097,29769139,30000000,40257375972
12995199,1628569101,3246343,30029295,45212099151
12995200,1628569116,13260484,30000000,40782510103
12995201,1628569117,1277099,29970705,40191328196
12995202,1628569119,26923462,29999972,35595566154
12995203,1628569135,8395775,30029267,39132426777
12995204,1628569144,14299436,29999943,36976097215
12995205,1628569158,13687889,30000000,36760238046
12995206,1628569165,13832202,30029295,36358292107
12995207,1628569169,19703819,30058619,36000377593
12995208,1628569176,3507461,30087972,37400010512
12995209,1628569186,30052556,30058591,33814971977
12995210,1628569219,23263332,30087944,38040146458
12995211,1628569229,7773545,30117325,40638077860
12995212,1628569239,0,30087915,38180579048
12995213,1628569240,30105383,30117296,33408006667
12995214,1628569241,20700443,30087886,37580703837
12995215,1628569261,8247733,30117267,39346989870
12995216,1628569273,16593297,30087857,37122448528
12995217,1628569298,20220202,30117238,37600352062
12995218,1628569302,915533,30087828,39211367471
12995219,1628569303,29839369,30058447,34608234112
12995220,1628569308,7332467,30029095,38871203994
12995221,1628569311,22154197,30000000,36385184113
12995222,1628569331,1915357,29970705,38554407238
12995223,1628569334,25741570,29999972,34351086641
12995224,1628569337,4727864,30000000,37425965199
12995225,1628569338,14040426,30000000,34222260162
12995226,1628569346,0,30000000,33948603570
12995227,1628569347,29988020,30000000,29705028124
12995228,1628569360,28672833,29970705,33415191087
12995229,1628569374,12453180,29999972,37230331641
12995230,1628569393,29990653,30000000,36440177304
12995231,1628569421,15262489,29970705,40992361080
12995232,1628569455,24382355,29999972,41087124452
12995233,1628569461,3686321,30029267,44299582139
12995234,1628569468,15933709,30058591,40121662107
12995235,1628569480,17733083,30087944,40423460968
12995236,1628569498,11165840,30117325,41326673011
12995237,1628569512,30073692,30087915,39991250732
12995238,1628569549,2154151,30117296,44985431292
12995239,1628569552,4173022,30146706,40166652383
12995240,1628569578,30108130,30117267,36535826132
12995241,1628569579,30133106,30146677,41100033634
12995242,1628569634,10069123,30117238,46232912722
12995243,1628569660,18855796,30087828,44318071352
12995244,1628569684,5567966,30117209,45721755746
12995245,1628569690,8942139,30087799,42119756580
12995246,1628569691,29373602,30058418,39984300823
12995247,1628569707,5826908,30029066,44754599486
12995248,1628569715,4545807,29999742,41331345521
12995249,1628569725,7210620,30000000,37730643461
12995250,1628569730,29995298,30000000,35281490798
12995251,1628569743,9212978,30029295,39690294701
12995252,1628569744,16926239,29999971,37773250362
12995253,1628569754,12305311,30029266,38379591590
12995254,1628569758,7233507,30058590,37513913823
12995255,1628569763,30012087,30029237,35081576518
12995256,1628569772,8290158,30000000,39461765014
12995257,1628569782,8694738,30000000,37255246612
12995258,1628569785,21477703,30000000,35297712523
12995259,1628569788,29999760,30000000,37203113342
12995260,1628569868,4850024,30000000,41853428103
12995261,1628569871,30025452,30029295,38313334014
12995262,1628569874,980480,30000000,43101275297
12995263,1628569877,7728000,30029295,38065782039
12995264,1628569881,25524617,29999971,35756604237
12995265,1628569884,14194046,30000000,38892649882
12995266,1628569906,12846824,30029295,38631435826
12995267,1628569922,3174843,29999971,37934232330
12995268,1628569933,30009737,30029266,34196081226
12995269,1628569943,9224914,30000000,38465031675
12995270,1628569954,1919104,30000000,36613874460
12995271,1628569957,29981792,30000000,32622688761
12995272,1628569967,4131103,29970705,36695574906
12995273,1628569970,1759810,29999972,33373139544
12995274,1628569972,30019316,30029267,29690917431
12995275,1628569982,13452032,30058591,33399822637
12995276,1628569985,30019798,30029238,32961675801
12995277,1628569994,30051861,30058562,37079294815
12995278,1628570058,1811272,30029209,41712140131
12995279,1628570062,29409551,30000000,37127110495
12995280,1628570078,10666934,30029295,41585318763
12995281,1628570094,8754100,30000000,40080113288
12995282,1628570102,9360703,30000000,37993976792
12995283,1628570108,30027591,30029295,36208482465
12995284,1628570139,0,30058619,40734029415
12995285,1628570140,23046963,30087972,35642275739
12995286,1628570141,9852157,30058591,38012361640
12995287,1628570152,14255604,30029238,36375597891
12995288,1628570173,9830311,30000000,36145741706
12995289,1628570179,8048524,29970705,34588556346
12995290,1628570182,29981890,29999972,32587144683
12995291,1628570204,9839542,30029267,36655627424
12995292,1628570214,3833219,30000000,35076366317
12995293,1628570221,29988754,30000000,31812282143
12995294,1628570247,15343839,30000000,35785836069
12995295,1628570261,11684991,30000000,35888374119
12995296,1628570273,8320921,30000000,34896955093
12995297,1628570284,29991561,30000000,32954625761
12995298,1628570286,11941413,30000000,37071636447
12995299,1628570311,13155488,29970705,36126746237
12995300,1628570318,14537543,29941438,35575315811
12995301,1628570335,5575189,29912200,35446644862
12995302,1628570337,29892459,29941410,32667496048
12995303,1628570341,11311265,29970648,36737581089
12995304,1628570358,17466736,29999915,35611679170
12995305,1628570375,2349827,30000000,36343732454
12995306,1628570378,23735551,29970705,32512444929
12995307,1628570391,12889518,29941438,34885515337
12995308,1628570404,12426198,29912200,34279300554
12995309,1628570424,13849240,29882990,33554485337
12995310,1628570431,21413107,29912171,33247872325
12995311,1628570438,13838252,29941381,35042144046
12995312,1628570455,18063852,29970619,34710804480
12995313,1628570477,14782041,29999886,35602166681
12995314,1628570493,24499479,30000000,35537518241
12995315,1628570510,1442983,30000000,38350750809
12995316,1628570511,29988256,30000000,34018069304
12995317,1628570537,3363519,29970705,38266998731
12995318,1628570547,26520050,29941438,34557270486
12995319,1628570560,8129838,29970676,37889720277
12995320,1628570566,4121691,29999943,35722994230
12995321,1628570571,29949513,30000000,32484615189
12995322,1628570576,11586959,30029295,36531524997
12995323,1628570595,26537650,30000000,35489054020
12995324,1628570621,12918090,30000000,38901223054
12995325,1628570659,24017972,30000000,38226316010
12995326,1628570685,1417218,30000000,41099014738
12995327,1628570687,28328158,30029295,36447023425
12995328,1628570709,11963879,30000000,40486727515
12995329,1628570749,12126624,29970705,39462372485
12995330,1628570756,29995835,29999972,38521351971
12995331,1628570797,5697071,30000000,43335192942
12995332,1628570800,8917366,30000000,39975657750
12995333,1628570810,29867733,30029295,37949346959
12995334,1628570815,4611195,30058619,42641972383
12995335,1628570822,4117181,30029266,38947117471
12995336,1628570830,29981614,29999942,35413694916
12995337,1628570841,23651687,30000000,39834997918
12995338,1628570891,1006546,29970705,42706997364
12995339,1628570898,15449903,29999972,37727194162
12995340,1628570899,6880232,30029267,37868645177
12995341,1628570906,29362985,30058591,35304157378
12995342,1628570921,5826147,30029238,39512928045
12995343,1628570926,4020079,30000000,36490345247
12995344,1628570929,24433762,30029295,33151502680
12995345,1628570930,1586976,30058619,35751112715
12995346,1628570932,29955673,30029266,31754102921
12995347,1628570941,28704538,30058590,35703910767
12995348,1628570978,1564061,30029237,39764810295
12995349,1628570981,4256706,30000000,35311992652
12995350,1628570982,21520852,30000000,32150599996
12995351,1628570999,17090362,30000000,33897677531
12995352,1628571007,12328981,30029295,34488164339
12995353,1628571034,26802310,29999971,33717053217
12995354,1628571062,4504894,29970676,37033220034
12995355,1628571069,29989247,29999943,33795683878
12995356,1628571079,5850832,30029238,38017132316
12995357,1628571090,18852658,30058562,35116784804
12995358,1628571110,1169673,30029209,36233477506
12995359,1628571116,4548199,29999885,32057126968
12995360,1628571120,29989852,30000000,29265009069
12995361,1628571125,14967719,30000000,32920660358
12995362,1628571138,29980868,30000000,32911804427
12995363,1628571197,9297461,30000000,37020532741
12995364,1628571209,29993228,30000000,35261274144
12995365,1628571218,4014377,30000000,39666943500
12995366,1628571223,3804579,30000000,36035559443
12995367,1628571225,29744866,30000000,32673615619
12995368,1628571237,5372562,30029295,36688349652
12995369,1628571247,7995400,30000000,33743290522
12995370,1628571253,29954979,29970705,31773638416
12995371,1628571254,10069353,29999972,35741175477
12995372,1628571271,392047,30000000,34272618946
12995373,1628571275,30014332,30029295,30100512224
12995374,1628571310,1976013,30000000,33859326880
12995375,1628571313,25379196,30000000,30184464938
12995376,1628571327,18234623,30029295,32795218919
12995377,1628571346,3286890,30000000,33674358950
12995378,1628571349,29969076,29970705,30387430029
12995379,1628571372,10205456,29999972,34185446123
12995380,1628571378,555613,30000000,32819585290
12995381,1628571384,15048055,30000000,28869095365
12995382,1628571396,29958513,29970705,28880656234
12995383,1628571414,29981568,29999972,32487801361
12995384,1628571442,4989916,29970677,36543793980
12995385,1628571461,12219345,29999944,33496893718
12995386,1628571463,29423910,30000000,32720705877
12995387,1628571490,1467622,30029295,36653710182
12995388,1628571491,4952658,30000000,32519840700
12995389,1628571494,29991705,30000000,29797024356
12995390,1628571503,5704994,30000000,33519592681
12995391,1628571511,20374523,30000000,30923219222
12995392,1628571522,28876058,30000000,32308198829
12995393,1628571559,10521445,30000000,36044119169
12995394,1628571576,3678010,30000000,34698906085
12995395,1628571581,29954102,29970705,31425067188
12995396,1628571616,6215993,29999972,35348848678
12995397,1628571621,16087473,30000000,32761312602
12995398,1628571625,25550520,30000000,33058204626
12995399,1628571655,9336824,30000000,35964715034
12995400,1628571656,3167965,29970705,34267427443
12995401,1628571657,29984832,29999972,30889533387
12995402,1628571697,29988896,30000000,34746827827
12995403,1628571730,6672526,29970705,39086966065
12995404,1628571754,7762390,29941438,36376626430
12995405,1628571757,29961783,29970676,34187230156
12995406,1628571777,14270129,29941409,38458097887
12995407,1628571800,3347440,29970647,38233135338
12995408,1628571806,29569331,29999914,34521564058
12995409,1628571830,9314940,30029209,38712889221
12995410,1628571845,7397368,30000000,36875923849
12995411,1628571848,10129753,29970705,34539639860
12995412,1628571849,29921551,29999972,33140685061
12995413,1628571856,3087059,30000000,37261612959
12995414,1628571864,29625801,30000000,33562484653
12995415,1628571891,13458226,29970705,37653136499
12995416,1628571914,9827604,29999972,37173492413
12995417,1628571931,29967811,29970677,35571195059
12995418,1628571982,18244458,29999944,40016744348
12995419,1628572008,8587055,29970649,41098694424
12995420,1628572024,29938860,29999916,38905210800
12995421,1628572058,4083566,30029211,43748567123
12995422,1628572065,2836200,29999887,39767299439
12995423,1628572068,29989776,30000000,35736290703
12995424,1628572075,1916305,29970705,40200282308
12995425,1628572077,26596653,29941438,35817841218
12995426,1628572080,20948121,29970676,39294760546
12995427,1628572095,7032604,29999943,41249222051
12995428,1628572111,11532989,30000000,38510486002
12995429,1628572115,10248136,30000000,37397850348
12995430,1628572129,6176415,30000000,35916937859
12995431,1628572132,20706978,29970705,33275969908
12995432,1628572142,27807273,29999972,34864126250
12995433,1628572158,5671021,30000000,38585086980
12995434,1628572169,2786652,30000000,35585424763
12995435,1628572172,29659245,30000000,31963614961
12995436,1628572183,18755166,30000000,35868302150
12995437,1628572210,17582558,30029295,36990730722
12995438,1628572231,10135293,30000000,37781532732
12995439,1628572250,7738438,29970705,36249898676
12995440,1628572258,26151796,29999972,34058592975
12995441,1628572264,20800256,30029267,37223720576
12995442,1628572294,14399688,30000000,39016658288
12995443,1628572321,15610794,29970705,38821473554
12995444,1628572342,8319876,29999972,39024009504
12995445,1628572347,28952263,29970677,36851635176
12995446,1628572357,10044396,29999944,41145032033
12995447,1628572375,5308703,29970649,39445884418
12995448,1628572380,19012473,29999916,36261911940
12995449,1628572384,5020569,30000000,37474427548
12995450,1628572386,9276330,30029295,34357982015
12995451,1628572389,11175827,30058619,32716609825
12995452,1628572391,30020343,30029266,31668051413
12995453,1628572405,13098035,30058590,35624205351
12995454,1628572429,4840228,30029237,35051992859
12995455,1628572440,29997898,29999913,32082947580
12995456,1628572480,16922529,30029208,36092777567
12995457,1628572483,16181983,30058532,36666072012
12995458,1628572499,1729853,30029179,37017599529
12995459,1628572502,29980974,30000000,32923506136
12995460,1628572515,5453096,30000000,37033724381
12995461,1628572520,13670756,30000000,34087412620
12995462,1628572524,29801457,30029295,33709825215
12995463,1628572553,5333371,30000000,37859612923
12995464,1628572559,6466445,29970705,34809822655
12995465,1628572567,29987302,29999972,32336226758
12995466,1628572582,1477285,30000000,36374840932
12995467,1628572584,29988269,30000000,32275785873
12995468,1628572594,3862858,30000000,36307103880
12995469,1628572602,5423761,30000000,32937459118
12995470,1628572603,30023672,30029295,30308984280
12995471,1628572628,29992864,30000000,34096188724
12995472,1628572667,2001102,30000000,38356184727
12995473,1628572671,29978481,30000000,34201283620
12995474,1628572701,10640014,30029295,38470310927
12995475,1628572715,3143796,30000000,37069233269
12995476,1628572722,30021249,30029295,33406730005
12995477,1628572748,14705012,30000000,37580333797
12995478,1628572755,5206704,30029295,37487952568
12995479,1628572757,12831967,30000000,34426944025
12995480,1628572769,30027065,30029295,33804954436
12995481,1628572795,103630,30000000,38029946426
12995482,1628572796,29995173,30000000,33309045151
12995483,1628572809,13687522,30029295,37471335938
12995484,1628572820,5064082,30000000,37057330645
12995485,1628572824,23452154,30000000,33989008991
12995486,1628572836,1956194,30000000,36383011810
12995487,1628572837,0,29970705,32428237246
12995488,1628572841,29934410,29941438,28374707591
12995489,1628572845,29961114,29970676,31919880977
12995490,1628572889,6475198,29999943,35907320128
12995491,1628572899,29979941,30000000,33356467254
12995492,1628572964,13859766,30029295,37520449849
12995493,1628572968,2366593,30000000,37159704983
12995494,1628572970,9395305,30000000,33247591008
12995495,1628572981,13256340,30000000,31694735949
12995496,1628572983,29980280,30000000,31234195589
12995497,1628572991,7753701,30000000,35133337218
12995498,1628573013,8479661,29970705,33011781666
12995499,1628573017,8811617,29999972,31220328495
12995500,1628573018,29982096,30000000,29610302718
12995501,1628573028,18458979,30000000,33307172700
12995502,1628573056,29967901,29970705,34267246124
12995503,1628573095,3499709,29941438,38549850681
12995504,1628573100,11122204,29970676,34857595464
12995505,1628573103,26239571,29999943,33734334496
12995506,1628573124,2315067,30000000,36894010821
12995507,1628573128,5614032,29970705,32994027027
12995508,1628573136,28119570,29999972,30414861842
12995509,1628573166,5165731,30000000,33740117735
12995510,1628573170,29791309,30000000,30975039453
12995511,1628573183,8103594,30029295,34793050951
12995512,1628573187,28641261,30000000,32791200532
12995513,1628573220,11460844,30029295,36518811573
12995514,1628573239,5946439,29999971,35438361080
12995515,1628573247,7330383,30000000,32764668138
12995516,1628573255,29986908,30000000,30670564341
12995517,1628573268,10057582,30000000,34501038725
12995518,1628573288,19417553,30000000,33080050769
12995519,1628573301,16482770,30029295,34297824748
12995520,1628573309,7921729,30058619,34717027288
12995521,1628573320,16190042,30029266,32664753554
12995522,1628573321,13539504,30058590,32984395443
12995523,1628573337,13769291,30029237,32575694840
12995524,1628573347,3462161,30058561,32237962369
12995525,1628573349,30072416,30087914,29136513506
12995526,1628573371,3659636,30058533,32774825708
12995527,1628573378,30015416,30029180,29675558905
12995528,1628573409,5515996,30000000,33381603289
12995529,1628573419,29979921,30000000,30743342797
12995530,1628573452,11988921,30029295,34581116516
12995531,1628573456,29992298,30000000,33710025580
12995532,1628573497,1132800,30029295,37921615155
12995533,1628573499,30052863,30058619,33539044094
12995534,1628573550,10093667,30087972,37729819265
12995535,1628573551,7426247,30117353,36177914727
12995536,1628573556,30082746,30087943,33885836016
12995537,1628573614,0,30117324,38120102549
12995538,1628573615,30072991,30087914,33355089731
12995539,1628573667,4405985,30058533,37520340084
12995540,1628573668,30021873,30029180,34205232115
12995541,1628573670,26551649,29999856,38478805339
12995542,1628573717,3576873,30029151,42182959983
12995543,1628573721,17140861,30000000,38166228526
12995544,1628573729,24313586,30029295,38847133444
12995545,1628573763,8372399,30000000,41854506213
12995546,1628573780,4499480,29970705,39542881487
12995547,1628573785,19841550,29999972,36084157313
12995548,1628573786,25345265,30000000,37540023313
12995549,1628573820,5134613,30029295,40776369056
12995550,1628573821,59234,30000000,37422378178
12995551,1628573822,29999505,30000000,32763053216
12995552,1628573825,2016756,29970705,36858299720
12995553,1628573827,29936786,29941438,32871069405
12995554,1628573874,9083361,29970676,36978676286
12995555,1628573882,29988590,29999943,35158169327
12995556,1628573894,3439894,30029238,39549614523
12995557,1628573900,29940707,30000000,35738529541
12995558,1628573922,3949693,30000000,40188187028
12995559,1628573930,5291473,30000000,36487421992
12995560,1628573933,29809310,30029295,33535429313
12995561,1628573956,3316840,30000000,37665940799
12995562,1628573961,1483643,30000000,33998797359
12995563,1628573964,29983523,30000000,30169298337
12995564,1628573965,946485,30000000,33936318133
12995565,1628573967,30012139,30029295,29961946834
12995566,1628573969,29982618,30000000,33702911056
12995567,1628574060,15490086,30029295,37910893071
12995568,1628574067,272502,30000000,38060949188
12995569,1628574069,1246151,30000000,33389761246
12995570,1628574071,29984122,30000000,29562780127
12995571,1628574080,29997834,30000000,33254215994
12995572,1628574094,6672400,30000000,37410392754
12995573,1628574107,29983630,30000000,34814236199
12995574,1628574168,11452574,30029295,39161266481
12995575,1628574171,7907339,29999971,37999939729
12995576,1628574172,5595120,30029266,35753936479
12995577,1628574176,29989372,29999942,32950132771
12995578,1628574201,3920066,29970647,37065997004
12995579,1628574209,16025075,29999914,33644776264
12995580,1628574213,13655028,29970619,33932192635
12995581,1628574227,7271127,29999886,33555662602
12995582,1628574231,29983550,30000000,31394441540
12995583,1628574281,19301769,30000000,35314443077
12995584,1628574298,1083804,30000000,36580397881
12995585,1628574301,19963174,30000000,32338231326
12995586,1628574305,6914609,30000000,33675733567
12995587,1628574310,9474801,29970705,31406721292
12995588,1628574317,29980702,29999972,29963075362
12995589,1628574325,1137297,30000000,33703648207
12995590,1628574328,29825253,30029295,29810117665
12995591,1628574337,12702831,29999971,33485744434
12995592,1628574355,10679660,30029266,32844727862
12995593,1628574363,19860387,30000000,31659375809
12995594,1628574380,5133242,30000000,32941682630
12995595,1628574391,29963248,29970705,30233119209
12995596,1628574424,2421434,29941438,34010378789
12995597,1628574433,29771670,29970676,30446706126
12995598,1628574438,18300303,29999943,34202002678
12995599,1628574474,911067,30000000,35142654195
12995600,1628574479,29899949,30000000,31016633359
12995601,1628574519,2761686,29970705,34867852152
12995602,1628574521,29718962,29999972,31312605512
12995603,1628574535,8596650,30000000,35153354838
12995604,1628574546,0,30029295,33277527883
12995605,1628574547,29992481,30000000,29117836898
12995606,1628574551,29421723,30000000,32755742035
12995607,1628574598,4602138,29970705,36692360687
12995608,1628574608,13716323,29999972,33514385345
12995609,1628574620,1706196,30029267,33155875207
12995610,1628574622,29961941,30058591,29482351549
12995611,1628574647,14281182,30029238,33143946445
12995612,1628574669,29980944,30000000,32941568711
12995613,1628574728,8499729,30029295,37054033678
12995614,1628574739,24262883,30058619,35044296195
12995615,1628574766,27556535,30029266,37735571806
12995616,1628574813,5569700,30000000,41675693448
12995617,1628574837,9334983,30000000,38400574349
12995618,1628574841,11054794,30000000,36587741795
12995619,1628574861,3083497,30000000,35384856975
12995620,1628574862,29935918,29970705,31870992356
12995621,1628574894,14119843,29999972,35845618500
12995622,1628574900,29993890,30000000,35582707670
12995623,1628574931,6484773,30000000,40028734375
12995624,1628574941,6378271,30000000,37188286378
12995625,1628574943,29958126,29970705,34516391986
12995626,1628574963,1265961,29941438,38827319554
12995627,1628574971,14192602,29912200,34384321374
12995628,1628574983,12377797,29882990,34164909558
12995629,1628574996,29712280,29912171,33432147289
12995630,1628575027,793252,29941381,37555312581
12995631,1628575030,29952541,29970619,33109641443
12995632,1628575034,10320301,29999886,37243354042
12995633,1628575052,2810531,30000000,35790968825
12995634,1628575056,29723516,30000000,32155361284
12995635,1628575058,29990617,30000000,36100694420
12995636,1628575118,2010492,30029295,40610458449
12995637,1628575123,18534982,29999971,36213879094
12995638,1628575144,3321714,30029266,37280679777
12995639,1628575147,18701347,30058590,33651553703
12995640,1628575152,3388730,30087943,34679298642
12995641,1628575157,30111389,30117324,31320847079
12995642,1628575182,1471481,30087914,35234409921
12995643,1628575185,30038186,30058533,31260902627
12995644,1628575203,15103573,30029180,35163225490
12995645,1628575222,3785581,30000000,35189274563
12995646,1628575230,16437202,30000000,31900713986
12995647,1628575238,969931,30000000,32282778735
12995648,1628575244,29995492,30000000,28508365292
12995649,1628575270,11913554,30000000,32070839989
12995650,1628575287,4408952,30000000,31245965691
12995651,1628575290,29956563,29970705,28488236338
12995652,1628575298,22313969,29999972,32045905497
12995653,1628575311,862118,30000000,33999100720
12995654,1628575313,30027065,30029295,29993473436
12995655,1628575347,1994788,29999971,33742101030
12995656,1628575350,9572197,29970676,30085241781
12995657,1628575355,29792705,29999943,28726783469
12995658,1628575365,14724717,30000000,32268020869
12995659,1628575381,23154946,30029295,32193997223
12995660,1628575390,29876379,30000000,34375773153
12995661,1628575444,7717566,30000000,38637331735
12995662,1628575458,16483531,30000000,36292549916
12995663,1628575484,29951591,29970705,36741225939
12995664,1628575540,3082716,29999972,41328021502
12995665,1628575546,29999848,30000000,37223707748
12995666,1628575580,5099909,30000000,41876624066
12995667,1628575588,5479091,30000000,38421770825
12995668,1628575596,30018559,30029295,35373352628
12995669,1628575614,3061490,30058619,39791860352
12995670,1628575618,5943842,30029266,35831084591
12995671,1628575627,30037997,30058590,33125255221
12995672,1628575637,8354046,30029237,37260238634
12995673,1628575646,7121709,30000000,35194131274
12995674,1628575653,30019238,30029295,32883551211
12995675,1628575661,19157540,30058619,36991242158
12995676,1628575691,10204342,30029266,38261330428
12995677,1628575712,5171015,30000000,36729090734
12995678,1628575719,20660176,30000000,33720676719
12995679,1628575724,19897456,29970705,35311218094
12995680,1628575750,7335278,29999972,36758067454
12995681,1628575756,7706967,30029267,34410233149
12995682,1628575762,29988313,30000000,32316787951
12995683,1628575779,946913,30000000,36353239059
12995684,1628575781,699540,30029295,32095945466
12995685,1628575782,30038834,30058619,28270873075
12995686,1628575804,29955918,30087972,31800080374
12995687,1628575841,4666253,30117353,35740198339
12995688,1628575850,9686933,30087943,32657031705
12995689,1628575857,21119068,30058562,31203418163
12995690,1628575865,3404469,30029209,32783851138
12995691,1628575867,29993176,30000000,29615061792
12995692,1628575890,5071015,30029295,33315260406
12995693,1628575896,21479269,30000000,30557331020
12995694,1628575917,8719907,30029295,32207240750
12995695,1628575924,2459683,30000000,30519420462
12995696,1628575926,2724951,30029295,27330060402
12995697,1628575927,29983762,30000000,24533806401
12995698,1628575930,29990128,30000000,27597212368
12995699,1628575951,19401336,30000000,31044593583
12995700,1628575981,126032,30000000,32183240977
12995701,1628575983,30025950,30029295,28194136841
12995702,1628575990,9659046,29999971,31717619035
12995703,1628575999,6963762,30000000,30305935386
12995704,1628576001,29968932,29970705,28276387807
12995705,1628576003,5641696,29999972,31810518326
12995706,1628576009,3249091,30000000,29329748882
12995707,1628576011,7146813,30000000,26457655465
12995708,1628576020,29963090,29970705,24726181166
12995709,1628576064,29998161,29999972,27815383401
12995710,1628576107,10734234,30000000,31291886545
12995711,1628576124,1568303,30000000,30179520998
12995712,1628576125,29890931,30029295,26801502818
12995713,1628576140,9364238,30000000,30120818013
12995714,1628576155,22153767,30000000,28706203334
12995715,1628576171,962149,30000000,30417515751
12995716,1628576174,29963869,29970705,26859211136
12995717,1628576178,21193590,29999972,30215081176
12995718,1628576206,28261403,30000000,31774584695
12995719,1628576246,4659835,30029295,35286047801
12995720,1628576253,699674,30000000,32244181489
12995721,1628576257,11142214,30000000,28401662265
12995722,1628576273,29987509,30000000,27488599473
12995723,1628576276,15384589,29970705,30921813072
12995724,1628576295,2184424,29999972,31024789731
12995725,1628576296,28247211,30000000,27711452336
12995726,1628576299,6687166,30000000,30770614471
12995727,1628576304,27142452,30029295,28639022720
12995728,1628576326,5664512,30000000,31530603212
12995729,1628576333,7392384,30029295,29077656813
12995730,1628576337,30048111,30058619,27232479004
12995731,1628576359,3629743,30029266,30634159098
12995732,1628576367,7196044,29999942,27730603850
12995733,1628576374,29983788,30000000,25927203630
12995734,1628576380,1452222,30029295,29164601318
12995735,1628576381,0,30058619,25871627481
12995736,1628576382,30027925,30029266,22637674046
12995737,1628576399,7001573,30000000,25467130572
12995738,1628576411,5816578,30000000,23769655699
12995739,1628576417,29989006,30000000,21950599207
12995740,1628576454,29986973,30000000,24692413067
12995741,1628576458,29981933,30000000,27776284133
12995742,1628576498,6242982,30000000,31244137698
12995743,1628576511,19168795,30029295,28964092063
12995744,1628576521,3106321,30000000,29965789981
12995745,1628576526,30022921,30029295,26995760923
12995746,1628576536,7655750,30058619,30368798737
12995747,1628576548,21686203,30029266,28506386689
12995748,1628576563,4652635,30000000,30089695070
12995749,1628576572,23813876,30000000,27495119590
12995750,1628576590,23914603,30029295,29514607712
12995751,1628576625,19980878,30000000,31701461572
12995752,1628576667,6326793,30000000,33017304176
12995753,1628576677,12658115,29970705,30630921562
12995754,1628576688,9028083,29941438,30036295774
12995755,1628576692,27929372,29970676,28545930043
12995756,1628576694,9435388,29999943,31628105175
12995757,1628576715,5023283,30000000,30161458870
12995758,1628576729,30012420,30029295,27653856042
12995759,1628576762,2494247,29999971,31106703247
12995760,1628576763,29993991,30000000,27864930999
