Block number,Time,Gas used,Gas limit,Base fee per gas
12975703,1628309529,9335677,30000000,34764404342
12975704,1628309542,22432235,30000000,33123430883
12975705,1628309550,844327,30000000,35174940235
12975706,1628309553,30019534,30029295,31025565637
12975707,1628309609,29994871,30000000,34901240390
12975708,1628309616,10907118,30029295,39262403701
12975709,1628309637,17981116,30058619,37919785875
12975710,1628309659,15389313,30029266,38850732612
12975711,1628309693,27727601,30000000,38971919327
12975712,1628309717,277033,30000000,43105411321
12975713,1628309719,30018972,30029295,37816748418
12975714,1628309754,6179806,30000000,42540592272
12975715,1628309761,8374749,30000000,39413789967
12975716,1628309767,29995151,30000000,37237737873
12975717,1628309778,2345386,30000000,41890950392
12975718,1628309782,29472275,30000000,37473335332
12975719,1628309800,3319331,30000000,41992705449
12975720,1628309804,2546047,29970705,37905181343
12975721,1628309806,29990875,29999972,33972056251
12975722,1628309809,22273887,30029267,38215987915
12975723,1628309844,6015491,30000000,40525564538
12975724,1628309859,29722624,30000000,37491378711
12975725,1628309881,5320161,30029295,42091140977
12975726,1628309884,9166325,30000000,38694025007
12975727,1628309890,5256572,30000000,36812955288
12975728,1628309898,29989040,30000000,33823918794
12975729,1628309931,21686753,29970705,38048819392
12975730,1628309951,19094449,29999972,40175733030
12975731,1628309976,2015774,30029267,41546551412
12975732,1628309978,30046273,30058591,37050456139
12975733,1628309986,27421026,30087944,41677967648
12975734,1628310004,0,30058563,45964156629
12975735,1628310005,15098383,30029210,40218637051
12975736,1628310021,21925680,30058534,40246688379
12975737,1628310035,7159553,30029181,42555165773
12975738,1628310058,29997072,30000000,39772269257
12975739,1628310080,6600682,30029295,44742832470
12975740,1628310099,10986856,30058619,41608687638
12975741,1628310109,30072430,30087972,40209744712
12975742,1628310166,1057848,30058591,45230770195
12975743,1628310170,1703200,30029238,39974874056
12975744,1628310173,29988067,30000000,35544839085
12975745,1628310191,29990942,30000000,39984409332
12975746,1628310201,4997458,30029295,44979442342
12975747,1628310213,4508944,30000000,41228375342
12975748,1628310216,26975947,30029295,37623965388
12975749,1628310221,4426253,30000000,41370569763
12975750,1628310230,6596269,29970705,37725220281
12975751,1628310231,7666143,29999972,35085308952
12975752,1628310243,29991747,30000000,32941055722
12975753,1628310252,13028462,29970705,37056422166
12975754,1628310266,22112128,29999972,36451536959
12975755,1628310285,12427669,30000000,38611943200
12975756,1628310300,1690629,30029295,37784254047
12975757,1628310302,29888837,30058619,33593029297
12975758,1628310303,21933019,30029266,37744721828
12975759,1628310312,13321652,30000000,39918705659
12975760,1628310329,6416058,30029295,39360393328
12975761,1628310334,29981529,30000000,36542779259
12975762,1628310431,29987367,30000000,41105001819
12975763,1628310436,6252967,30000000,46238799717
12975764,1628310443,24967669,30000000,42868363826
12975765,1628310477,2368548,30000000,46429177669
12975766,1628310481,9020071,30029295,41541944927
12975767,1628310486,29984840,29999971,39468749783
12975768,1628310490,2644277,30000000,44397367149
12975769,1628310493,10278275,30029295,39826020729
12975770,1628310495,30047784,30058619,38255630418
12975771,1628310516,2205411,30029266,43034137109
12975772,1628310523,28354809,30000000,38444998835
12975773,1628310540,22083954,30029295,42723545638
12975774,1628310565,4027098,30000000,45237972552
12975775,1628310571,9115649,30000000,41101373890
12975776,1628310576,6192154,29970705,39085916303
12975777,1628310585,29934211,29941438,36219031686
12975778,1628310592,29787825,29970676,40744225089
12975779,1628310660,4650183,29999943,45775108127
12975780,1628310672,23913048,30029238,41827078288
12975781,1628310682,3980356,29999914,44925685772
12975782,1628310691,29997566,30000000,40800147847
12975783,1628310730,19804723,30000000,45899338764
12975784,1628310786,9020843,30029295,47737118836
12975785,1628310791,19163804,29999971,45355053728
12975786,1628310808,14582281,30000000,46928807255
12975787,1628310831,1391637,30000000,46765448469
12975788,1628310833,30012774,30029295,41462105148
12975789,1628310860,10799163,30000000,46639165909
12975790,1628310873,12340057,30029295,45006469795
12975791,1628310881,30039800,30058619,44004332898
12975792,1628310924,2299397,30029266,49497987354
12975793,1628310927,16821489,30058590,44258277277
12975794,1628310932,17076830,30029237,44917984027
12975795,1628310947,341949,30000000,45689152544
12975796,1628310950,30028882,30029295,40108203143
12975797,1628310958,1011232,30000000,45121590965
12975798,1628310959,16443996,30000000,39861628734
12975799,1628310981,29984822,30000000,40341295671
12975800,1628311011,12697942,30029295,45378855128
12975801,1628311031,10990555,30000000,44503631251
12975802,1628311043,19111165,30000000,43016674070
12975803,1628311063,7346586,30029295,44490412777
12975804,1628311072,10070270,30000000,41650226133
12975805,1628311074,29987386,30000000,39939189723
12975806,1628311083,1305751,30000000,44927390163
12975807,1628311087,29990173,30000000,39800332932
12975808,1628311103,1456002,30000000,44772115232
12975809,1628311104,29992977,30000000,39718836573
12975810,1628311148,17920292,29970705,44681366599
12975811,1628311168,4517152,29999972,45775244224
12975812,1628311174,29980096,30000000,41776454771
12975813,1628311195,12708350,30000000,46991582296
12975814,1628311221,29979311,30000000,46094180133
12975815,1628311277,4607145,30029295,51848005628
12975816,1628311298,10876530,30000000,47355657072
12975817,1628311305,29991865,30000000,45728410145
12975818,1628311328,7734341,30029295,51441361407
12975819,1628311345,17369880,30058619,48323498796
12975820,1628311358,23169689,30087972,49264198896
12975821,1628311400,6839700,30058591,52590330753
12975822,1628311424,5823466,30029238,49008214046
12975823,1628311440,29992406,30000000,45258185545
12975824,1628311446,705422,30000000,50912594649
12975825,1628311451,29951464,29970705,44847810855
12975826,1628311478,241318,29999972,50446589584
12975827,1628311481,28124026,30000000,44242213232
12975828,1628311487,2184142,29970705,49080846204
12975829,1628311488,17098549,29999972,43839943128
12975830,1628311495,10323645,29970677,44606617864
12975831,1628311510,17398298,29999944,42872069416
12975832,1628311515,7353779,30029239,43728914338
12975833,1628311523,30045306,30058563,40939963982
12975834,1628311620,30082226,30087916,46052945789
12975835,1628311625,3119827,30058535,51807386716
12975836,1628311642,21161571,30029182,46675757845
12975837,1628311660,9586933,29999858,49064392257
12975838,1628311678,14789534,29970563,46851170456
12975839,1628311693,18716373,29999830,46774670589
12975840,1628311719,29995271,30000000,48223312953
12975841,1628311791,1940856,29970705,54249326671
12975842,1628311792,29938884,29941438,48346436263
12975843,1628311822,12926629,29970676,54388709810
12975844,1628311839,4287241,29999943,53454709136
12975845,1628311845,29990195,30000000,48682651026
12975846,1628311855,3014788,30000000,54764004625
12975847,1628311867,11310562,29970705,49294352914
12975848,1628311877,20903830,29999972,47783324052
12975849,1628311881,946562,29970677,50134203671
12975850,1628311883,29990282,29999944,44263274573
12975851,1628311893,5458107,30000000,49792619956
12975852,1628311903,17772919,29970705,45833321191
12975853,1628311911,11339340,29999972,46899057365
12975854,1628311921,20863255,30000000,45468382307
12975855,1628311940,3472622,29970705,47689988306
12975856,1628311941,1532683,29999972,43110166299
12975857,1628311944,29994228,30000000,38272014518
12975858,1628311976,10529116,30000000,43054175448
12975859,1628311991,29979657,30000000,41450090247
12975860,1628311993,12933088,29970705,46624324701
12975861,1628312008,26813867,29999972,45826166748
12975862,1628312046,478180,30000000,50337711630
12975863,1628312049,14999005,29970705,44246085068
12975864,1628312065,17543567,29999972,44251124087
12975865,1628312079,6809573,30000000,45189094282
12975866,1628312087,30018602,30029295,42104777800
12975867,1628312095,1363066,30000000,47364127148
12975868,1628312097,23633149,30029295,41981614849
12975869,1628312108,1192966,30000000,44993828785
12975870,1628312113,29998088,30000000,39816901087
12975871,1628312124,17951518,30000000,44793379306
12975872,1628312145,1938324,29970705,45895116516
12975873,1628312149,6252460,29999972,40900281642
12975874,1628312151,30025459,30029267,37918809884
12975875,1628312157,3264905,30000000,42657459317
12975876,1628312162,18970386,30029295,38485881505
12975877,1628312169,16238105,30000000,39753311422
12975878,1628312194,12414686,30029295,40163467868
12975879,1628312200,14250567,30000000,39294121339
12975880,1628312205,29972757,30000000,39048718746
12975881,1628312235,16742660,30000000,43920943553
12975882,1628312292,11480721,30029295,44558770815
12975883,1628312302,13266042,30000000,43247822590
12975884,1628312312,5097895,30029295,42622906691
12975885,1628312314,30038331,30058619,39104002824
12975886,1628312328,1787398,30029266,43985405211
12975887,1628312330,13272549,30058590,39141752928
12975888,1628312334,30073840,30087943,38569852202
12975889,1628312354,3963277,30117324,43386564374
12975890,1628312361,17375915,30087914,39390603150
12975891,1628312376,25836975,30117295,40153843434
12975892,1628312408,3176691,30087885,43746391414
12975893,1628312415,15282237,30058504,39432782926
12975894,1628312423,5407277,30087857,39515753643
12975895,1628312429,30047819,30058476,36351690318
12975896,1628312462,3889192,30029124,40892429555
12975897,1628312467,17416286,30000000,37104911403
12975898,1628312488,30009885,30029295,37852045385
12975899,1628312490,3245433,30000000,42577434777
12975900,1628312499,10050093,30029295,38406773863
12975901,1628312500,29987641,30000000,36819386371
12975902,1628312512,17867182,29970705,41418017577
12975903,1628312541,12092443,29999972,42413653895
12975904,1628312563,21702218,30029267,41385990249
12975905,1628312587,8987297,30000000,43690178499
12975906,1628312610,5868288,30029295,41501044605
12975907,1628312612,29998188,30000000,38340934907
12975908,1628312662,19065533,30000000,43132972822
12975909,1628312689,3139774,30000000,44594293858
12975910,1628312693,29981037,30000000,40186807163
12975911,1628312700,3851106,30029295,45203807538
12975912,1628312703,14321187,29999971,41002621866
12975913,1628312711,429909,30000000,40770684154
12975914,1628312718,30018723,30029295,35820412669
12975915,1628312725,30017235,30058619,40294811850
12975916,1628312764,5674279,30029266,45317794428
12975917,1628312779,18332211,30000000,41793863453
12975918,1628312796,13557724,30000000,42954413215
12975919,1628312816,7886719,30000000,42438145555
12975920,1628312824,24788908,30029295,39922525102
12975921,1628312838,113230,29999971,43171129449
12975922,1628312848,30012750,30029266,37815473867
12975923,1628312857,18538822,29999942,42537208503
12975924,1628312876,5055805,30000000,43791651285
12975925,1628312882,29993499,30000000,40162711954
12975926,1628312906,7650772,30000000,45180875133
12975927,1628312919,572448,30000000,42413837195
12975928,1628312921,30024958,30029295,37314438515
12975929,1628312943,30043044,30058619,41977396349
12975930,1628312972,6535896,30029266,47219133550
12975931,1628312988,29365484,30000000,43886063282
12975932,1628313000,709316,30029295,49139767781
12975933,1628313001,19368093,30000000,43287476987
12975934,1628313029,5007112,30000000,44863174697
12975935,1628313039,29950767,29970705,41127235697
12975936,1628313060,29998278,29999972,46261300532
12975937,1628313113,2217785,30000000,52043310042
12975938,1628313137,29963901,30000000,46499736890
12975939,1628313144,3042163,30000000,52298215717
12975940,1628313159,2417705,30000000,47086769560
12975941,1628313161,30012235,30029295,42149606017
12975942,1628313167,0,30058619,47412320696
12975943,1628313168,12668121,30029266,41485780609
12975944,1628313172,21322144,29999942,40675347197
12975945,1628313180,4638019,30000000,42818322855
12975946,1628313182,19999775,30000000,39120967457
12975947,1628313189,29988777,30000000,40750934415
12975948,1628313227,3227010,30000000,45840989985
12975949,1628313239,27534113,30000000,41343610680
12975950,1628313256,15421639,30029295,45661989747
12975951,1628313276,13509048,29999971,45816705876
12975952,1628313295,1328465,30000000,45247456791
12975953,1628313297,11698909,30000000,40092438548
12975954,1628313306,12810316,30029295,38989531981
12975955,1628313309,14381151,30000000,38274015376
12975956,1628313317,10086398,30000000,38076633409
12975957,1628313327,30025432,30029295,36517521559
12975958,1628313332,4800717,30058619,41081037644
12975959,1628313339,10133188,30029266,37586189902
12975960,1628313350,29983792,30000000,36058722342
12975961,1628313368,13316774,30000000,40561192303
12975962,1628313385,3336745,30029295,39992245191
12975963,1628313386,29999797,30000000,36104162441
12975964,1628313394,13750086,30000000,40617121669
12975965,1628313411,568539,30000000,40194055761
12975966,1628313413,29986701,30000000,35360231194
12975967,1628313430,4942299,29970705,39776341295
12975968,1628313459,29998018,29999972,36444121407
12975969,1628313462,1803918,30000000,40999043150
12975970,1628313465,29994141,30000000,36490487023
12975971,1628313482,21738560,30029295,41050016252
12975972,1628313510,3594650,29999971,43347911916
12975973,1628313517,29992597,30000000,39227928989
12975974,1628313551,18749289,30000000,44129000076
12975975,1628313585,7750601,30000000,45507769864
12975976,1628313596,10717791,30000000,42758570020
12975977,1628313601,13781061,30000000,41232727242
12975978,1628313608,3227854,29970705,40813892415
12975979,1628313613,29633375,29941438,36811073042
12975980,1628313687,29954216,29970676,41317771259
12975981,1628313701,3729485,29999943,46476819700
12975982,1628313709,22764767,29970648,42111675047
12975983,1628313716,861543,29999915,44844393535
12975984,1628313718,1751487,30000000,39560806711
12975985,1628313722,30018774,30029295,35193124528
12975986,1628313729,29980981,30000000,39589182839
12975987,1628313783,9631403,30029295,44531556138
12975988,1628313799,15156894,30058619,42535802988
12975989,1628313818,1359726,30029266,42580939215
12975990,1628313819,29986355,30000000,37740338342
12975991,1628313838,0,30000000,42453589243
12975992,1628313839,30011697,30029295,37146890588
12975993,1628313880,29983375,30000000,41784809943
12975994,1628313901,3536452,30029295,47002122248
12975995,1628313907,20430712,30000000,42510678622
12975996,1628313923,2287216,30029295,44434539059
12975997,1628313928,30044949,30058619,39726323726
12975998,1628313943,13571625,30029266,44687597857
12975999,1628313963,6026256,30000000,44150750227
12976000,1628313978,22569596,30000000,40849104145
12976001,1628313992,27563638,30000000,43425864272
12976002,1628314034,5097773,30000000,47972421259
12976003,1628314044,27452366,30000000,44013806217
12976004,1628314082,926662,29970705,48581106417
12976005,1628314085,7487984,29999972,42883987032
12976006,1628314093,30025856,30029267,40199446224
12976007,1628314117,11709681,29999943,45223235781
12976008,1628314140,8214469,30029238,43983253714
12976009,1628314144,30037864,30058562,41493241125
12976010,1628314167,30084216,30087915,46672753316
12976011,1628314198,2463849,30117296,52505413384
12976012,1628314213,9970943,30087886,47016083200
12976013,1628314214,11405402,30058505,45034284030
12976014,1628314225,1088915,30029152,43676951924
12976015,1628314229,29983644,30000000,38613285574
12976016,1628314234,1025706,30000000,43434683279
12976017,1628314237,29813711,30000000,38376607997
12976018,1628314274,12124857,30029295,43114107830
12976019,1628314288,15641980,30058619,42076864683
12976020,1628314304,2440196,30029266,42291273033
12976021,1628314315,30038045,30058590,37864017399
12976022,1628314323,24222658,30029237,42590549574
12976023,1628314357,11786786,30058561,45855496808
12976024,1628314381,9328698,30087914,44618859281
12976025,1628314394,20907232,30058533,42499999055
12976026,1628314396,651997,30029180,44577724852
12976027,1628314403,29983214,30000000,39247478415
12976028,1628314409,2964396,29970705,44147923148
12976029,1628314414,23833378,29999972,39721098193
12976030,1628314431,5827501,29970677,42645034513
12976031,1628314436,29987843,29999944,39387381308
12976032,1628314440,5480115,29970649,44306832074
12976033,1628314460,9151857,29999916,40793847479
12976034,1628314468,17235926,30000000,38805787411
12976035,1628314478,25323597,30029295,39528844652
12976036,1628314509,2625789,30058619,42921372653
12976037,1628314512,30018666,30029266,38493556776
12976038,1628314555,13612138,29999942,43301854422
12976039,1628314572,12560036,30029237,42801055600
12976040,1628314578,11089286,30000000,41926418791
12976041,1628314587,12559114,30029295,40560066850
12976042,1628314589,3796345,29999971,39730904977
12976043,1628314606,29970554,29970676,36021478299
12976044,1628314614,6434474,29999943,40524126428
12976045,1628314617,29981783,30000000,37631543475
12976046,1628314619,8353023,30029295,42329773627
12976047,1628314629,17417999,30058619,39982190665
12976048,1628314649,10551729,30029266,40776514101
12976049,1628314663,26977938,30058590,39261478170
12976050,1628314692,2678017,30087943,43163202987
12976051,1628314696,30055338,30058562,38728252081
12976052,1628314730,5048047,30029209,43568245119
12976053,1628314731,14339256,30058533,39953219722
12976054,1628314738,17244306,30087886,39723932734
12976055,1628314763,7226516,30058505,40450197382
12976056,1628314775,17973953,30029152,37825131517
12976057,1628314777,4159206,30000000,38757049476
12976058,1628314781,30024860,30029295,35255739565
12976059,1628314786,3030076,30000000,39661405581
12976060,1628314788,29988425,30000000,35705205494
12976061,1628314811,3698338,30029295,40164912116
12976062,1628314814,29984120,30000000,36380952390
12976063,1628314830,14805592,30029295,40923757026
12976064,1628314850,1899273,30058619,40852532275
12976065,1628314852,21383948,30029266,36391289085
12976066,1628314863,29979686,29999942,38320969812
12976067,1628314900,4704351,30000000,43104622446
12976068,1628314912,1798341,30000000,39406371922
12976069,1628314914,29999498,30000000,35071126218
12976070,1628314933,2749823,30000000,39454870281
12976071,1628314935,30028835,30029295,35427127411
12976072,1628314973,23725898,30058619,39855382960
12976073,1628314988,1389273,30087972,42738132634
12976074,1628314992,30096895,30117353,37889210487
12976075,1628315017,1280774,30087943,42618927802
12976076,1628315034,30039666,30058562,37745109087
12976077,1628315049,3685957,30029209,42457315706
12976078,1628315054,802107,30000000,38453014776
12976079,1628315060,0,30000000,33903416532
12976080,1628315061,30018730,30029295,29665489466
12976081,1628315099,29996828,30000000,33371066644
12976082,1628315108,6031797,30000000,37541567865
12976083,1628315113,29985125,30000000,34735897853
12976084,1628315121,5597139,30000000,39073579280
12976085,1628315130,29968776,29970705,36011883991
12976086,1628315168,4848394,29999972,40512790333
12976087,1628315171,22171118,30000000,37085542816
12976088,1628315175,23876515,30000000,39301749512
12976089,1628315195,30017773,30029295,42208937587
12976090,1628315261,3226159,30000000,47481006328
12976091,1628315270,315743,30000000,42822391170
12976092,1628315273,29979267,30000000,37582266193
12976093,1628315278,8917862,30029295,42273556191
12976094,1628315294,30046737,30058619,40127878181
12976095,1628315330,19817732,30087972,45139897707
12976096,1628315368,1437283,30058591,46930367384
12976097,1628315370,30023761,30029238,41625077643
12976098,1628315380,1646372,30000000,46826314360
12976099,1628315381,14441897,30029295,41615471172
12976100,1628315383,1042525,30000000,41417037760
12976101,1628315386,30022496,30029295,36599727185
12976102,1628315412,10458102,30000000,41172621731
12976103,1628315425,21608331,29970705,39614272996
12976104,1628315432,2868068,29999972,41802780964
12976105,1628315433,19129655,30000000,37576544430
12976106,1628315444,2121548,30000000,38869695801
12976107,1628315445,29985014,30000000,34698183205
12976108,1628315459,8829387,30000000,39031122880
12976109,1628315472,13120534,30000000,37024073262
12976110,1628315496,17720067,30029295,36444194205
12976111,1628315497,10143441,30000000,37265033115
12976112,1628315505,18732034,30000000,35756867849
12976113,1628315506,9281940,30000000,36868916570
12976114,1628315517,29970460,30000000,35112094261
12976115,1628315536,6365215,30000000,39492462616
12976116,1628315546,16350805,30029295,36650721585
12976117,1628315558,4251661,30000000,37058416441
12976118,1628315562,30014164,30029295,33739112919
12976119,1628315571,12482188,30058619,37952252243
12976120,1628315590,1062393,30029266,37148248391
12976121,1628315591,29987283,30000000,32833280477
12976122,1628315605,4572650,30000000,36933961029
12976123,1628315613,29993691,30000000,33724599875
12976124,1628315624,11524510,30029295,37938401788
12976125,1628315644,4069843,30000000,36836059690
12976126,1628315646,22128180,30000000,33480860393
12976127,1628315650,8794650,30029295,35469673721
12976128,1628315655,21635637,29999971,33632956680
12976129,1628315669,3213142,30029266,35492763508
12976130,1628315673,24292456,30000000,32005602608
12976131,1628315681,963269,30000000,34484024724
12976132,1628315685,29981310,30000000,30450333234
12976133,1628315707,29987500,30000000,34251882248
12976134,1628315760,1099768,30000000,38529799624
12976135,1628315764,15853971,30029295,34066690010
12976136,1628315766,3556658,30000000,34304732490
12976137,1628315773,29999343,30000000,31033392606
12976138,1628315794,5843318,30000000,34912396773
12976139,1628315806,24847926,29970705,32248382481
12976140,1628315817,11244039,29941438,34901407069
12976141,1628315820,15546473,29970676,33815400648
12976142,1628315839,9071837,29999943,33973680401
12976143,1628315850,16148771,30000000,32295339408
12976144,1628315854,1963987,30000000,32604505652
12976145,1628315860,29988861,30000000,29062565990
12976146,1628315866,29636973,30000000,32692689006
12976147,1628315884,1702496,29970705,36680372391
12976148,1628315891,13771856,29941438,32616236089
12976149,1628315897,29926480,29970676,32289745436
12976150,1628315928,11781225,29999943,36314059666
12976151,1628315952,7198494,29970648,35340009998
12976152,1628315956,16357563,29999915,33044542029
12976153,1628315960,20453473,30029210,33418388671
12976154,1628315982,9843465,30058534,34931567045
12976155,1628315997,30070865,30087887,33424938427
12976156,1628316044,2442173,30058506,37598328529
12976157,1628316047,26225622,30029153,33662228303
12976158,1628316066,12921432,30000000,36804081842
12976159,1628316124,30020385,30029295,36166583619
12976160,1628316150,2894810,30000000,40684724123
12976161,1628316152,29959986,30000000,36580588160
12976162,1628316163,1845041,30000000,41140963882
12976163,1628316170,29986387,30000000,36630899773
12976164,1628316199,3835316,30029295,41205606774
12976165,1628316204,4765449,30000000,37370592229
12976166,1628316206,24364453,30000000,34183331962
12976167,1628316207,13587783,30000000,36850900341
12976168,1628316211,4781314,29970705,36417221442
12976169,1628316213,29999752,29999972,33317505204
12976170,1628316236,11267684,30000000,37482132272
12976171,1628316246,669203,30000000,36316339256
12976172,1628316252,29995124,30000000,31979321876
12976173,1628316258,14725760,30000000,35975437684
12976174,1628316273,10924885,30000000,35893221818
12976175,1628316284,17878281,30029295,34674313430
12976176,1628316298,14281723,30000000,35500960760
12976177,1628316299,4793196,30000000,35288464731
12976178,1628316305,4196406,30000000,32286944373
12976179,1628316309,29984768,30000000,29380152386
12976180,1628316311,30018241,30029295,33048942113
12976181,1628316348,11870210,29999971,37177018763
12976182,1628316362,18522106,30029266,36207386928
12976183,1628316372,4137790,30000000,37264659124
12976184,1628316375,18901798,30000000,33891521183
12976185,1628316383,28882046,30029295,34993503429
12976186,1628316404,7661561,30000000,39033465827
12976187,1628316416,23240405,30029295,36646426595
12976188,1628316434,421685,30000000,39156014705
12976189,1628316436,30023443,30029295,34399108735
12976190,1628316451,5069515,30000000,38697321719
12976191,1628316460,30025679,30029295,35494961946
12976192,1628316501,4033927,30000000,39930763946
12976193,1628316502,27124866,29970705,36281733343
12976194,1628316505,2722115,29999972,39955676152
12976195,1628316508,1191365,30000000,35867583691
12976196,1628316510,29986179,30000000,31740230595
12976197,1628316563,29987294,30000000,35704103738
12976198,1628316572,5318223,29970705,40163336235
12976199,1628316585,29994670,29999972,36924638936
12976200,1628316596,855502,29970677,41538587347
12976201,1628316599,29939426,29941410,36642689880
12976202,1628316666,29966207,29970648,41222419103
12976203,1628316697,2440773,29999915,46373694423
12976204,1628316711,17740349,30000000,41520215835
12976205,1628316724,1658031,30000000,42468381517
12976206,1628316726,29999974,30000000,37746616270
12976207,1628316737,14735060,30029295,42464935125
12976208,1628316765,2961394,30000000,42366092943
12976209,1628316772,13124701,30000000,38115853771
12976210,1628316775,14411940,30029295,37520198584
12976211,1628316780,2231076,29999971,37331935032
12976212,1628316788,29996451,30000000,33359530383
12976213,1628316814,2924818,30000000,37528485072
12976214,1628316817,30013598,30029295,33752124344
12976215,1628316822,2709761,30000000,37966729415
12976216,1628316834,30020164,30029295,34078227928
12976217,1628316835,9290486,30000000,38335416163
12976218,1628316854,12100755,30000000,36511444536
12976219,1628316859,3676631,30000000,35629314345
12976220,1628316864,30013807,30029295,32267282066
12976221,1628316876,8536521,30058619,36296532024
12976222,1628316886,30074355,30087972,34336481104
12976223,1628316940,7779050,30058591,38624656302
12976224,1628316952,30052222,30087944,36295553197
12976225,1628316954,1707437,30058563,40821724346
12976226,1628316960,18188780,30087916,36298714866
12976227,1628316971,17328072,30117297,37247210244
12976228,1628316990,354943,30087887,37948881078
12976229,1628316995,30096517,30117268,33317190486
12976230,1628317033,22518626,30087858,37476100354
12976231,1628317050,22046569,30117239,39803638051
12976232,1628317084,4547057,30146649,42112497121
12976233,1628317094,16648895,30117210,38436405266
12976234,1628317100,4100367,30087800,38943798139
12976235,1628317105,30109957,30117181,35402639098
12976236,1628317116,4269271,30146591,39825846332
12976237,1628317122,15614503,30117152,36257620211
12976238,1628317126,137632,30087742,36424938405
12976239,1628317179,30053786,30058361,31913476251
12976240,1628317182,30021117,30029009,35901446708
12976241,1628317189,3097268,30000000,40386769007
12976242,1628317192,16364432,29970705,36380828276
12976243,1628317193,4775363,29999972,36799337569
12976244,1628317200,30011846,30029267,33663840032
12976245,1628317202,13613450,30000000,37866937931
12976246,1628317227,6780679,30029295,37429401242
12976247,1628317231,0,29999971,34863635859
12976248,1628317232,30023746,30029266,30505681377
12976249,1628317242,29979479,30000000,34317489655
12976250,1628317281,3372979,30000000,38601307285
12976251,1628317287,30010935,30029295,34861155532
12976252,1628317322,621010,29999971,39213471710
12976253,1628317326,4430753,30000000,34514720934
12976254,1628317330,29996287,30000000,31474765845
12976255,1628317355,22205582,30029295,35408137693
12976256,1628317360,4073074,29999971,37527881305
12976257,1628317366,14339727,30029266,34110679396
12976258,1628317367,20056774,30000000,33919020515
12976259,1628317384,23209579,30029295,35348360690
12976260,1628317411,12643347,30058619,37759984254
12976261,1628317425,1093950,30029266,37010665976
12976262,1628317430,29991828,30000000,32721402391
12976263,1628317443,7635238,30029295,36809349362
12976264,1628317449,24550827,30000000,34547963830
12976265,1628317466,11198986,30000000,37297644044
12976266,1628317485,8881550,30000000,36116236818
12976267,1628317496,30027790,30029295,34274775242
12976268,1628317508,2597796,30058619,38558692989
12976269,1628317513,16661547,30029266,34571958693
12976270,1628317529,24161778,30058590,35045971634
12976271,1628317553,2091291,30087943,37707912365
12976272,1628317558,1748270,30058562,33649654390
12976273,1628317563,30015404,30029209,29932731488
12976274,1628317575,0,30000000,33670883011
12976275,1628317576,29996713,30000000,29462022635
12976276,1628317605,29086450,30029295,33143968450
12976277,1628317609,6959189,30058619,37026805278
12976278,1628317627,13312864,30029266,34541571578
12976279,1628317638,2591837,30000000,34052200845
12976280,1628317643,30012287,30029295,30531157024
12976281,1628317644,19095107,30058619,34343228844
12976282,1628317666,466768,30087972,35504564930
12976283,1628317669,30054880,30058591,31204193814
12976284,1628317708,8190164,30087944,35103755191
12976285,1628317718,30102216,30117325,33104662148
12976286,1628317749,8613490,30087915,37238593275
12976287,1628317769,14652756,30117296,35248911096
12976288,1628317780,26751920,30087886,35130148351
12976289,1628317809,6833532,30117267,38547661373
12976290,1628317817,10652138,30087857,35915795585
12976291,1628317822,23659723,30117238,34605178506
12976292,1628317834,13323137,30087828,37075879332
12976293,1628317851,4980199,30058447,36545770276
12976294,1628317859,30020131,30029095,33491309954
12976295,1628317871,5645124,30058419,37675224600
12976296,1628317876,11898747,30029067,34734721294
12976297,1628317884,28999805,30000000,33833711267
12976298,1628317895,18788419,30000000,37780922601
12976299,1628317926,7770417,30000000,38973672309
12976300,1628317934,1556256,30000000,36625643986
12976301,1628317941,30015526,30029295,32522429140
12976302,1628317946,3570710,30000000,36584005015
12976303,1628317955,24284139,30029295,33099594993
12976304,1628317956,494921,29999971,35653904386
12976305,1628317968,29993604,30000000,31344215369
12976306,1628317975,11890300,30000000,35260571643
12976307,1628317988,4921010,30000000,34346823313
12976308,1628317992,4065409,30000000,31461979241
12976309,1628317998,29959687,29970705,28595113616
12976310,1628318002,7100552,29999972,32166874982
12976311,1628318006,29983756,30000000,30049372124
12976312,1628318023,29968701,29970705,33801475956
12976313,1628318086,7561580,29999972,38026095696
12976314,1628318098,24802355,30029267,35668980677
12976315,1628318103,3793713,30058591,38575462531
12976316,1628318110,15408644,30029238,34970687886
12976317,1628318121,18322832,30000000,35085403794
12976318,1628318135,906318,30000000,36056927981
12976319,1628318137,29986251,30000000,31822137341
12976320,1628318143,11761523,30000000,35796258487
12976321,1628318152,25435278,30000000,34830213823
12976322,1628318175,3533861,30000000,37859071856
12976323,1628318179,3883375,29970705,34241593687
12976324,1628318182,29934746,29941438,31070585546
12976325,1628318184,21261748,29970676,34952672647
12976326,1628318208,15664741,29999943,36782605546
12976327,1628318234,10096684,30000000,36986372379
12976328,1628318255,23172173,30000000,35475073451
12976329,1628318264,6125698,29970705,37890977096
12976330,1628318275,11309502,29999972,35090734676
12976331,1628318277,11268524,29970677,34011552045
12976332,1628318286,27709241,29999944,32957066214
12976333,1628318303,13023455,30000000,36447574562
12976334,1628318332,29996402,30000000,35847238969
12976335,1628318365,867277,30000000,40327069020
12976336,1628318368,20187393,30000000,35577641555
12976337,1628318377,2465727,30000000,37115601627
12976338,1628318379,29964908,29970705,33238792600
12976339,1628318416,5198165,29999972,37392034672
